Run Block Trial Response s1 s2 s3 invord i1 i2 i3 f1 f2 f3 responsetime
0 6 1 0 70.0 10.0 0.0 1 8 2 1 5 13 14 1.06512594223
0 6 2 1 0.0 20.0 30.0 0 1 3 4 8 9 13 1.18567800522
0 6 3 1 20.0 30.0 70.0 0 3 4 8 7 11 12 1.10867404938
0 6 4 0 70.0 30.0 0.0 1 8 4 1 2 13 14 1.75931286812
0 6 5 1 20.0 50.0 70.0 0 3 6 8 5 11 12 2.99255514145
0 6 6 0 50.0 20.0 10.0 1 6 3 2 2 3 10 1.78073191643
0 6 7 0 10.0 50.0 60.0 0 2 6 7 4 8 10 1.94885993004
0 6 8 1 10.0 20.0 60.0 0 2 3 7 4 11 12 2.78403878212
0 6 9 0 0.0 60.0 70.0 0 1 7 8 0 7 13 1.65885090828
0 6 10 1 0.0 30.0 60.0 0 1 4 7 7 9 13 2.92803001404
0 6 11 1 20.0 40.0 60.0 0 3 5 7 0 1 10 6.98548913002
0 6 12 0 30.0 10.0 0.0 1 4 2 1 8 10 14 2.46064209938
0 6 13 0 70.0 50.0 40.0 1 8 6 5 1 12 13 2.08073592186
0 6 14 0 50.0 40.0 0.0 1 6 5 1 3 4 11 3.16058707237
0 6 15 0 70.0 20.0 0.0 1 8 3 1 2 6 14 1.36646795273
0 6 16 0 40.0 60.0 70.0 0 5 7 8 0 9 14 7.41336297989
0 6 17 0 60.0 10.0 0.0 1 7 2 1 4 10 11 1.6886370182
0 6 18 0 60.0 40.0 10.0 1 7 5 2 3 8 14 1.98239398003
0 6 19 0 50.0 60.0 70.0 0 6 7 8 3 8 10 13.9150679111
0 6 20 1 0.0 40.0 70.0 0 1 5 8 1 3 4 2.8461420536
0 6 21 0 60.0 40.0 30.0 1 7 5 4 0 5 8 1.36963200569
0 6 22 0 60.0 20.0 0.0 1 7 3 1 7 8 11 2.46356296539
0 6 23 0 60.0 50.0 0.0 1 7 6 1 0 8 11 3.61193394661
0 6 24 1 70.0 60.0 30.0 1 8 7 4 3 6 11 3.96930599213
0 6 25 1 10.0 30.0 50.0 0 2 4 6 5 11 14 1.25588417053
0 6 26 0 50.0 30.0 20.0 1 6 4 3 2 12 14 1.55397391319
0 6 27 1 0.0 20.0 40.0 0 1 3 5 0 9 10 1.56125497818
0 6 28 1 60.0 50.0 20.0 1 7 6 3 3 4 6 7.64105200768
0 6 29 1 70.0 60.0 20.0 1 8 7 3 9 12 13 2.52109193802
0 6 30 1 30.0 50.0 70.0 0 4 6 8 1 4 9 3.24740195274
0 6 31 0 10.0 60.0 70.0 0 2 7 8 6 8 13 1.64687585831
0 6 32 1 20.0 30.0 40.0 0 3 4 5 1 10 14 4.22306990623
0 6 33 0 40.0 20.0 10.0 1 5 3 2 2 5 12 2.03854513168
0 6 34 0 50.0 40.0 30.0 1 6 5 4 2 11 12 2.67879605293
0 6 35 0 50.0 20.0 0.0 1 6 3 1 1 2 9 1.32950401306
0 6 36 1 20.0 40.0 70.0 0 3 5 8 3 8 13 1.95544314384
0 6 37 0 10.0 40.0 50.0 0 2 5 6 2 3 12 7.19611287117
0 6 38 1 10.0 30.0 60.0 0 2 4 7 7 9 11 6.06625986099
0 6 39 1 10.0 20.0 70.0 0 2 3 8 2 3 13 0.890341997147
0 6 40 0 30.0 20.0 10.0 1 4 3 2 3 4 5 6.10625505447
0 6 41 1 20.0 30.0 60.0 0 3 4 7 4 5 12 1.03388094902
0 6 42 1 10.0 30.0 70.0 0 2 4 8 3 6 12 0.962071180344
0 6 43 1 0.0 40.0 60.0 0 1 5 7 4 5 13 2.23508095741
0 6 44 0 70.0 50.0 0.0 1 8 6 1 5 10 12 3.6393661499
0 6 45 0 40.0 30.0 0.0 1 5 4 1 1 3 13 3.0064599514
0 6 46 0 60.0 50.0 30.0 1 7 6 4 1 4 14 6.53578305244
0 6 47 0 70.0 50.0 10.0 1 8 6 2 5 6 13 5.93324613571
0 6 48 0 50.0 10.0 0.0 1 6 2 1 5 6 14 2.92544603348
0 6 49 1 0.0 10.0 40.0 0 1 2 5 0 4 9 0.890269994736
0 6 50 0 20.0 40.0 50.0 0 3 5 6 4 9 12 9.47109293938
0 6 51 0 40.0 30.0 10.0 1 5 4 2 1 9 14 2.098539114
0 6 52 1 0.0 30.0 50.0 0 1 4 6 0 2 9 6.53712010384
0 6 53 0 60.0 50.0 40.0 1 7 6 5 0 2 8 1.81335997581
0 6 54 1 10.0 40.0 70.0 0 2 5 8 4 10 13 1.08209609985
0 6 55 1 20.0 10.0 0.0 1 3 2 1 0 3 4 5.75068497658
0 7 0 1 30.0 40.0 70.0 0 4 5 8 1 13 14 0.744574069977
0 7 1 0 70.0 10.0 0.0 1 8 2 1 3 9 12 0.887611150742
0 7 2 1 0.0 20.0 30.0 0 1 3 4 3 5 12 1.69751787186
0 7 3 1 20.0 30.0 70.0 0 3 4 8 8 10 11 1.01278495789
0 7 4 0 70.0 30.0 0.0 1 8 4 1 3 8 10 1.07016611099
0 7 5 1 20.0 50.0 70.0 0 3 6 8 0 7 12 3.98192811012
0 7 6 0 50.0 20.0 10.0 1 6 3 2 2 6 13 0.906781196594
0 7 7 0 10.0 50.0 60.0 0 2 6 7 9 10 14 4.27365994453
0 7 8 1 10.0 20.0 60.0 0 2 3 7 2 3 9 2.09614992142
0 7 9 0 0.0 60.0 70.0 0 1 7 8 0 5 14 2.87664484978
0 7 10 1 0.0 30.0 60.0 0 1 4 7 4 9 10 1.6545779705
0 7 11 1 20.0 40.0 60.0 0 3 5 7 6 8 12 9.73533296585
0 7 12 0 30.0 10.0 0.0 1 4 2 1 3 4 8 1.61746001244
0 7 13 0 70.0 50.0 40.0 1 8 6 5 0 2 4 2.30134892464
0 7 14 0 50.0 40.0 0.0 1 6 5 1 8 11 14 2.97533798218
0 7 15 0 70.0 20.0 0.0 1 8 3 1 0 3 14 1.32091116905
0 7 16 0 40.0 60.0 70.0 0 5 7 8 0 7 9 1.11476302147
0 7 17 0 60.0 10.0 0.0 1 7 2 1 4 7 9 0.994138002396
0 7 18 0 60.0 40.0 10.0 1 7 5 2 2 5 13 2.25326895714
0 7 19 1 50.0 60.0 70.0 0 6 7 8 4 6 13 5.66276502609
0 7 20 1 0.0 40.0 70.0 0 1 5 8 0 13 14 2.70145916939
0 7 21 0 60.0 40.0 30.0 1 7 5 4 1 11 13 1.80561494827
0 7 22 0 60.0 20.0 0.0 1 7 3 1 0 2 9 1.91090512276
0 7 23 1 60.0 50.0 0.0 1 7 6 1 1 2 11 1.35567092896
0 7 24 1 70.0 60.0 30.0 1 8 7 4 0 5 12 7.05309700966
0 7 25 1 10.0 30.0 50.0 0 2 4 6 0 2 13 2.63834500313
0 7 26 0 50.0 30.0 20.0 1 6 4 3 1 6 8 2.18733000755
0 7 27 1 0.0 20.0 40.0 0 1 3 5 0 8 13 2.71340608597
0 7 28 1 60.0 50.0 20.0 1 7 6 3 2 11 13 4.89369797707
0 7 29 1 70.0 60.0 20.0 1 8 7 3 1 7 10 1.77069997787
0 7 30 0 30.0 50.0 70.0 0 4 6 8 6 7 13 1.82718300819
0 7 31 0 10.0 60.0 70.0 0 2 7 8 2 5 11 1.8646299839
0 7 32 1 20.0 30.0 40.0 0 3 4 5 1 9 12 14.7434620857
0 7 33 0 40.0 20.0 10.0 1 5 3 2 5 13 14 1.84393215179
0 7 34 0 50.0 40.0 30.0 1 6 5 4 10 12 13 13.0708158016
0 7 35 0 50.0 20.0 0.0 1 6 3 1 1 4 5 1.91214585304
0 7 36 1 20.0 40.0 70.0 0 3 5 8 2 3 5 2.81279993057
0 7 37 1 10.0 40.0 50.0 0 2 5 6 4 10 14 7.4879360199
0 7 38 1 10.0 30.0 60.0 0 2 4 7 0 6 13 1.40603399277
0 7 39 1 10.0 20.0 70.0 0 2 3 8 1 10 13 1.03105783463
0 7 40 0 30.0 20.0 10.0 1 4 3 2 2 6 11 8.83603096008
0 7 41 1 20.0 30.0 60.0 0 3 4 7 0 5 6 1.03827905655
0 7 42 1 10.0 30.0 70.0 0 2 4 8 3 10 11 0.888819932938
0 7 43 1 0.0 40.0 60.0 0 1 5 7 5 8 11 2.23377895355
0 7 44 0 70.0 50.0 0.0 1 8 6 1 0 11 14 2.37283706665
0 7 45 0 40.0 30.0 0.0 1 5 4 1 6 10 11 5.23609304428
0 7 46 0 60.0 50.0 30.0 1 7 6 4 0 8 12 3.43691396713
0 7 47 0 70.0 50.0 10.0 1 8 6 2 1 7 12 1.94451999664
0 7 48 0 50.0 10.0 0.0 1 6 2 1 9 11 13 1.18555879593
0 7 49 1 0.0 10.0 40.0 0 1 2 5 1 4 14 1.6680970192
0 7 50 0 20.0 40.0 50.0 0 3 5 6 2 8 14 12.1345858574
0 7 51 0 40.0 30.0 10.0 1 5 4 2 5 7 13 2.72320604324
0 7 52 1 0.0 30.0 50.0 0 1 4 6 1 6 9 1.10889697075
0 7 53 0 60.0 50.0 40.0 1 7 6 5 2 5 6 6.30080413818
0 7 54 1 10.0 40.0 70.0 0 2 5 8 2 6 12 1.03333997726
0 7 55 0 20.0 10.0 0.0 1 3 2 1 5 7 8 4.8017039299
0 8 0 1 30.0 40.0 70.0 0 4 5 8 0 6 13 1.18013811111
0 8 1 0 70.0 10.0 0.0 1 8 2 1 3 9 10 1.14508605003
0 8 2 1 0.0 20.0 30.0 0 1 3 4 0 6 14 1.22176098824
0 8 3 1 20.0 30.0 70.0 0 3 4 8 9 10 11 1.03608202934
0 8 4 0 70.0 30.0 0.0 1 8 4 1 6 7 9 1.32357406616
0 8 5 0 20.0 50.0 70.0 0 3 6 8 4 7 14 5.75983405113
0 8 6 0 50.0 20.0 10.0 1 6 3 2 1 2 14 1.05021214485
0 8 7 0 10.0 50.0 60.0 0 2 6 7 2 9 14 1.39907503128
0 8 8 1 10.0 20.0 60.0 0 2 3 7 10 11 13 1.22061610222
0 8 9 0 0.0 60.0 70.0 0 1 7 8 8 9 10 0.957914113998
0 8 10 1 0.0 30.0 60.0 0 1 4 7 3 6 10 3.18824291229
0 8 11 1 20.0 40.0 60.0 0 3 5 7 1 3 10 3.3239979744
0 8 12 0 30.0 10.0 0.0 1 4 2 1 2 6 11 4.65164399147
0 8 13 0 70.0 50.0 40.0 1 8 6 5 5 13 14 3.35856604576
0 8 14 1 50.0 40.0 0.0 1 6 5 1 2 10 12 2.74604701996
0 8 15 0 70.0 20.0 0.0 1 8 3 1 4 5 8 1.43745303154
0 8 16 0 40.0 60.0 70.0 0 5 7 8 4 9 10 2.33531308174
0 8 17 0 60.0 10.0 0.0 1 7 2 1 4 6 8 1.25818896294
0 8 18 0 60.0 40.0 10.0 1 7 5 2 2 11 13 2.94406223297
0 8 19 1 50.0 60.0 70.0 0 6 7 8 2 5 8 5.80744194984
0 8 20 1 0.0 40.0 70.0 0 1 5 8 4 8 13 1.68030500412
0 8 21 0 60.0 40.0 30.0 1 7 5 4 0 9 13 2.63967299461
0 8 22 0 60.0 20.0 0.0 1 7 3 1 2 4 14 1.87551784515
0 8 23 1 60.0 50.0 0.0 1 7 6 1 0 9 12 3.28529906273
0 8 24 1 70.0 60.0 30.0 1 8 7 4 1 7 14 6.98554992676
0 8 25 1 10.0 30.0 50.0 0 2 4 6 0 4 10 1.11142897606
0 8 26 0 50.0 30.0 20.0 1 6 4 3 0 7 10 1.04040002823
0 8 27 1 0.0 20.0 40.0 0 1 3 5 6 9 11 1.40819191933
0 8 28 1 60.0 50.0 20.0 1 7 6 3 0 7 9 4.74763393402
0 8 29 1 70.0 60.0 20.0 1 8 7 3 3 5 12 3.1875770092
0 8 30 1 30.0 50.0 70.0 0 4 6 8 1 3 9 2.15332198143
0 8 31 0 10.0 60.0 70.0 0 2 7 8 0 9 11 1.24948310852
0 8 32 1 20.0 30.0 40.0 0 3 4 5 0 5 14 4.00416398048
0 8 33 0 40.0 20.0 10.0 1 5 3 2 0 6 7 1.26010894775
0 8 34 0 50.0 40.0 30.0 1 6 5 4 0 10 13 4.70230102539
0 8 35 0 50.0 20.0 0.0 1 6 3 1 5 6 7 3.91962003708
0 8 36 1 20.0 40.0 70.0 0 3 5 8 6 7 10 1.1029689312
0 8 37 0 10.0 40.0 50.0 0 2 5 6 2 3 12 2.91901302338
0 8 38 1 10.0 30.0 60.0 0 2 4 7 10 12 14 3.40101695061
0 8 39 1 10.0 20.0 70.0 0 2 3 8 5 8 11 1.37731099129
0 8 40 0 30.0 20.0 10.0 1 4 3 2 6 7 12 6.965031147
0 8 41 1 20.0 30.0 60.0 0 3 4 7 2 6 13 1.25683498383
0 8 42 1 10.0 30.0 70.0 0 2 4 8 7 11 12 1.57612609863
0 8 43 1 0.0 40.0 60.0 0 1 5 7 3 5 11 2.52462983131
0 8 44 1 70.0 50.0 0.0 1 8 6 1 2 4 6 1.8639819622
0 8 45 0 40.0 30.0 0.0 1 5 4 1 8 9 14 8.16238594055
0 8 46 1 60.0 50.0 30.0 1 7 6 4 0 1 5 1.65853881836
0 8 47 0 70.0 50.0 10.0 1 8 6 2 6 10 13 2.45912599564
0 8 48 0 50.0 10.0 0.0 1 6 2 1 2 7 10 1.18102502823
0 8 49 1 0.0 10.0 40.0 0 1 2 5 4 7 10 0.926995992661
0 8 50 0 20.0 40.0 50.0 0 3 5 6 3 6 9 5.49933195114
0 8 51 0 40.0 30.0 10.0 1 5 4 2 5 8 13 6.26199007034
0 8 52 1 0.0 30.0 50.0 0 1 4 6 7 11 13 1.21890592575
0 8 53 1 60.0 50.0 40.0 1 7 6 5 0 3 8 1.28900408745
0 8 54 1 10.0 40.0 70.0 0 2 5 8 0 5 6 2.91834998131
0 8 55 1 20.0 10.0 0.0 1 3 2 1 0 2 8 14.0055191517
0 9 0 1 30.0 40.0 70.0 0 4 5 8 5 6 12 0.88987994194
0 9 1 0 70.0 10.0 0.0 1 8 2 1 3 7 9 0.955431938171
0 9 2 1 0.0 20.0 30.0 0 1 3 4 5 10 13 1.38237500191
0 9 3 1 20.0 30.0 70.0 0 3 4 8 0 9 13 0.849015951157
0 9 4 0 70.0 30.0 0.0 1 8 4 1 1 11 13 0.928057909012
0 9 5 1 20.0 50.0 70.0 0 3 6 8 5 9 12 1.6475071907
0 9 6 0 50.0 20.0 10.0 1 6 3 2 2 7 13 1.76904702187
0 9 7 0 10.0 50.0 60.0 0 2 6 7 6 9 13 1.5430598259
0 9 8 1 10.0 20.0 60.0 0 2 3 7 5 10 14 1.66905522346
0 9 9 0 0.0 60.0 70.0 0 1 7 8 5 7 12 1.06629800797
0 9 10 1 0.0 30.0 60.0 0 1 4 7 0 5 8 2.45976209641
0 9 11 1 20.0 40.0 60.0 0 3 5 7 10 13 14 2.23705410957
0 9 12 0 30.0 10.0 0.0 1 4 2 1 0 13 14 3.33212280273
0 9 13 0 70.0 50.0 40.0 1 8 6 5 4 10 13 4.51402401924
0 9 14 1 50.0 40.0 0.0 1 6 5 1 8 9 10 5.14854598045
0 9 15 0 70.0 20.0 0.0 1 8 3 1 0 6 7 1.54280495644
0 9 16 0 40.0 60.0 70.0 0 5 7 8 7 11 12 1.07961893082
0 9 17 0 60.0 10.0 0.0 1 7 2 1 1 10 14 1.84384417534
0 9 18 0 60.0 40.0 10.0 1 7 5 2 8 10 12 2.7835059166
0 9 19 0 50.0 60.0 70.0 0 6 7 8 0 7 10 1.1032781601
0 9 20 1 0.0 40.0 70.0 0 1 5 8 2 6 11 3.09999203682
0 9 21 0 60.0 40.0 30.0 1 7 5 4 5 7 13 2.82559609413
0 9 22 0 60.0 20.0 0.0 1 7 3 1 4 12 13 1.76648402214
0 9 23 1 60.0 50.0 0.0 1 7 6 1 1 8 13 2.19939208031
0 9 24 1 70.0 60.0 30.0 1 8 7 4 8 11 12 3.31298708916
0 9 25 1 10.0 30.0 50.0 0 2 4 6 0 4 6 2.75650215149
0 9 26 0 50.0 30.0 20.0 1 6 4 3 0 11 12 4.65339803696
0 9 27 1 0.0 20.0 40.0 0 1 3 5 3 6 10 1.88229107857
0 9 28 1 60.0 50.0 20.0 1 7 6 3 6 9 14 6.67712211609
0 9 29 1 70.0 60.0 20.0 1 8 7 3 2 5 10 3.63027000427
0 9 30 1 30.0 50.0 70.0 0 4 6 8 3 10 13 3.42955112457
0 9 31 0 10.0 60.0 70.0 0 2 7 8 2 3 13 1.35442018509
0 9 32 1 20.0 30.0 40.0 0 3 4 5 5 13 14 1.93732595444
0 9 33 0 40.0 20.0 10.0 1 5 3 2 0 3 8 2.98600506783
0 9 34 0 50.0 40.0 30.0 1 6 5 4 4 5 13 7.97260403633
0 9 35 0 50.0 20.0 0.0 1 6 3 1 4 6 13 2.86187410355
0 9 36 1 20.0 40.0 70.0 0 3 5 8 1 2 6 1.3625459671
0 9 37 0 10.0 40.0 50.0 0 2 5 6 1 3 9 6.86893391609
0 9 38 1 10.0 30.0 60.0 0 2 4 7 3 8 14 1.83904695511
0 9 39 1 10.0 20.0 70.0 0 2 3 8 6 13 14 1.2495341301
0 9 40 1 30.0 20.0 10.0 1 4 3 2 3 8 10 12.8257818222
0 9 41 1 20.0 30.0 60.0 0 3 4 7 2 6 13 1.03885102272
0 9 42 1 10.0 30.0 70.0 0 2 4 8 3 12 13 1.54346299171
0 9 43 1 0.0 40.0 60.0 0 1 5 7 0 5 6 2.12965703011
0 9 44 0 70.0 50.0 0.0 1 8 6 1 0 2 8 4.79525589943
0 9 45 0 40.0 30.0 0.0 1 5 4 1 4 5 9 1.62391591072
0 9 46 1 60.0 50.0 30.0 1 7 6 4 0 4 12 1.32667994499
0 9 47 1 70.0 50.0 10.0 1 8 6 2 10 11 13 3.49398493767
0 9 48 0 50.0 10.0 0.0 1 6 2 1 5 6 13 3.36675190926
0 9 49 1 0.0 10.0 40.0 0 1 2 5 6 7 9 1.3237349987
0 9 50 1 20.0 40.0 50.0 0 3 5 6 0 1 14 4.52059197426
0 9 51 0 40.0 30.0 10.0 1 5 4 2 6 11 12 4.47166490555
0 9 52 1 0.0 30.0 50.0 0 1 4 6 6 7 13 3.44078683853
0 9 53 1 60.0 50.0 40.0 1 7 6 5 3 6 9 3.8336019516
0 9 54 1 10.0 40.0 70.0 0 2 5 8 3 5 13 2.34099602699
0 9 55 0 20.0 10.0 0.0 1 3 2 1 1 3 12 9.61828112602
0 10 0 1 30.0 40.0 70.0 0 4 5 8 0 1 2 1.36128902435
0 10 1 0 70.0 10.0 0.0 1 8 2 1 1 2 12 1.35948491096
0 10 2 1 0.0 20.0 30.0 0 1 3 4 0 1 9 3.48423910141
0 10 3 1 20.0 30.0 70.0 0 3 4 8 0 7 10 1.61445903778
0 10 4 0 70.0 30.0 0.0 1 8 4 1 6 9 14 0.892698049545
0 10 5 0 20.0 50.0 70.0 0 3 6 8 8 11 12 1.99282598495
0 10 6 0 50.0 20.0 10.0 1 6 3 2 1 3 5 2.18215584755
0 10 7 0 10.0 50.0 60.0 0 2 6 7 1 4 13 1.12155413628
0 10 8 1 10.0 20.0 60.0 0 2 3 7 1 5 14 1.21604800224
0 10 9 0 0.0 60.0 70.0 0 1 7 8 4 8 12 2.50905489922
0 10 10 1 0.0 30.0 60.0 0 1 4 7 0 4 8 1.69107484818
0 10 11 1 20.0 40.0 60.0 0 3 5 7 10 12 13 1.76656484604
0 10 12 0 30.0 10.0 0.0 1 4 2 1 5 12 14 3.77529597282
0 10 13 0 70.0 50.0 40.0 1 8 6 5 5 11 12 2.66417098045
0 10 14 1 50.0 40.0 0.0 1 6 5 1 2 10 11 1.21683001518
0 10 15 0 70.0 20.0 0.0 1 8 3 1 1 8 13 3.25164008141
0 10 16 0 40.0 60.0 70.0 0 5 7 8 1 4 14 1.03084278107
0 10 17 0 60.0 10.0 0.0 1 7 2 1 6 7 10 1.03932905197
0 10 18 0 60.0 40.0 10.0 1 7 5 2 3 4 10 3.03780198097
0 10 19 0 50.0 60.0 70.0 0 6 7 8 1 9 12 1.47815084457
0 10 20 1 0.0 40.0 70.0 0 1 5 8 0 3 8 3.0351729393
0 10 21 0 60.0 40.0 30.0 1 7 5 4 2 6 8 3.73665785789
0 10 22 0 60.0 20.0 0.0 1 7 3 1 0 2 13 1.18185710907
0 10 23 1 60.0 50.0 0.0 1 7 6 1 9 11 12 2.01393413544
0 10 24 1 70.0 60.0 30.0 1 8 7 4 3 4 9 1.72108387947
0 10 25 1 10.0 30.0 50.0 0 2 4 6 6 12 13 1.76256990433
0 10 26 0 50.0 30.0 20.0 1 6 4 3 6 10 11 1.44124412537
0 10 27 1 0.0 20.0 40.0 0 1 3 5 3 8 12 3.55803084373
0 10 28 1 60.0 50.0 20.0 1 7 6 3 6 7 9 5.22581005096
0 10 29 1 70.0 60.0 20.0 1 8 7 3 2 5 9 1.61791396141
0 10 30 1 30.0 50.0 70.0 0 4 6 8 0 1 5 7.10623407364
0 10 31 0 10.0 60.0 70.0 0 2 7 8 2 7 11 1.14073991776
0 10 32 1 20.0 30.0 40.0 0 3 4 5 0 10 14 2.04031085968
0 10 33 0 40.0 20.0 10.0 1 5 3 2 5 7 8 3.52567815781
0 10 34 1 50.0 40.0 30.0 1 6 5 4 1 6 10 6.32446813583
0 10 35 0 50.0 20.0 0.0 1 6 3 1 5 8 9 1.21937990189
0 10 36 1 20.0 40.0 70.0 0 3 5 8 6 9 12 1.47208380699
0 10 37 0 10.0 40.0 50.0 0 2 5 6 0 11 14 4.5536699295
0 10 38 1 10.0 30.0 60.0 0 2 4 7 3 11 13 2.49837493896
0 10 39 1 10.0 20.0 70.0 0 2 3 8 2 9 10 1.14799284935
0 10 40 1 30.0 20.0 10.0 1 4 3 2 1 11 14 10.0129351616
0 10 41 1 20.0 30.0 60.0 0 3 4 7 0 5 8 1.26898789406
0 10 42 1 10.0 30.0 70.0 0 2 4 8 6 8 9 1.43504285812
0 10 43 1 0.0 40.0 60.0 0 1 5 7 5 10 14 5.97118401527
0 10 44 0 70.0 50.0 0.0 1 8 6 1 4 6 9 2.36533117294
0 10 45 0 40.0 30.0 0.0 1 5 4 1 0 2 8 1.87709188461
0 10 46 1 60.0 50.0 30.0 1 7 6 4 1 2 11 3.18231916428
0 10 47 0 70.0 50.0 10.0 1 8 6 2 3 5 8 1.76447701454
0 10 48 0 50.0 10.0 0.0 1 6 2 1 12 13 14 1.77802109718
0 10 49 1 0.0 10.0 40.0 0 1 2 5 10 11 13 1.07377576828
0 10 50 1 20.0 40.0 50.0 0 3 5 6 2 4 5 2.38848209381
0 10 51 0 40.0 30.0 10.0 1 5 4 2 0 2 14 2.71937298775
0 10 52 1 0.0 30.0 50.0 0 1 4 6 2 9 11 0.936038017273
0 10 53 0 60.0 50.0 40.0 1 7 6 5 0 9 10 7.97343015671
0 10 54 1 10.0 40.0 70.0 0 2 5 8 3 7 10 1.38749718666
0 10 55 1 20.0 10.0 0.0 1 3 2 1 2 3 14 2.02221393585
0 11 0 1 30.0 40.0 70.0 0 4 5 8 5 7 11 1.57511091232
0 11 1 0 70.0 10.0 0.0 1 8 2 1 3 12 13 0.740952014923
0 11 2 1 0.0 20.0 30.0 0 1 3 4 2 8 12 1.01648807526
0 11 3 1 20.0 30.0 70.0 0 3 4 8 8 11 12 1.4323990345
0 11 4 0 70.0 30.0 0.0 1 8 4 1 0 3 13 0.971940994263
0 11 5 1 20.0 50.0 70.0 0 3 6 8 3 9 14 2.67829179764
0 11 6 0 50.0 20.0 10.0 1 6 3 2 6 7 8 1.11701393127
0 11 7 0 10.0 50.0 60.0 0 2 6 7 3 6 13 1.53844881058
0 11 8 1 10.0 20.0 60.0 0 2 3 7 4 10 12 1.96434903145
0 11 9 0 0.0 60.0 70.0 0 1 7 8 7 11 13 0.921669960022
0 11 10 1 0.0 30.0 60.0 0 1 4 7 1 7 12 1.61835217476
0 11 11 1 20.0 40.0 60.0 0 3 5 7 9 12 13 1.03737211227
0 11 12 0 30.0 10.0 0.0 1 4 2 1 5 13 14 1.99754500389
0 11 13 0 70.0 50.0 40.0 1 8 6 5 5 11 14 3.07039284706
0 11 14 0 50.0 40.0 0.0 1 6 5 1 0 9 14 2.70878005028
0 11 15 0 70.0 20.0 0.0 1 8 3 1 1 11 14 0.847486972809
0 11 16 0 40.0 60.0 70.0 0 5 7 8 4 8 12 4.43671393394
0 11 17 0 60.0 10.0 0.0 1 7 2 1 2 11 13 1.44056820869
0 11 18 0 60.0 40.0 10.0 1 7 5 2 5 8 11 2.96540808678
0 11 19 0 50.0 60.0 70.0 0 6 7 8 0 6 11 3.60521388054
0 11 20 1 0.0 40.0 70.0 0 1 5 8 2 3 14 2.71212506294
0 11 21 0 60.0 40.0 30.0 1 7 5 4 3 5 14 1.61876606941
0 11 22 0 60.0 20.0 0.0 1 7 3 1 4 12 13 0.904824018478
0 11 23 1 60.0 50.0 0.0 1 7 6 1 4 6 14 6.55342102051
0 11 24 1 70.0 60.0 30.0 1 8 7 4 8 10 13 1.32576704025
0 11 25 1 10.0 30.0 50.0 0 2 4 6 7 11 12 3.41252493858
0 11 26 0 50.0 30.0 20.0 1 6 4 3 2 4 13 3.01271700859
0 11 27 1 0.0 20.0 40.0 0 1 3 5 0 6 7 0.928438901901
0 11 28 1 60.0 50.0 20.0 1 7 6 3 2 4 8 10.8008570671
0 11 29 1 70.0 60.0 20.0 1 8 7 3 1 4 9 3.06984686852
0 11 30 1 30.0 50.0 70.0 0 4 6 8 8 9 14 2.81191587448
0 11 31 0 10.0 60.0 70.0 0 2 7 8 2 7 12 0.922769069672
0 11 32 1 20.0 30.0 40.0 0 3 4 5 3 9 13 1.88582801819
0 11 33 0 40.0 20.0 10.0 1 5 3 2 12 13 14 1.43742203712
0 11 34 0 50.0 40.0 30.0 1 6 5 4 0 8 14 1.54725313187
0 11 35 0 50.0 20.0 0.0 1 6 3 1 0 10 12 2.09552502632
0 11 36 1 20.0 40.0 70.0 0 3 5 8 0 1 4 0.940364837646
0 11 37 0 10.0 40.0 50.0 0 2 5 6 8 9 10 4.86014485359
0 11 38 1 10.0 30.0 60.0 0 2 4 7 2 6 13 1.74032616615
0 11 39 1 10.0 20.0 70.0 0 2 3 8 0 3 12 1.27338290215
0 11 40 0 30.0 20.0 10.0 1 4 3 2 1 7 11 3.3420419693
0 11 41 1 20.0 30.0 60.0 0 3 4 7 6 7 12 1.3987300396
0 11 42 1 10.0 30.0 70.0 0 2 4 8 0 5 10 1.11834692955
0 11 43 1 0.0 40.0 60.0 0 1 5 7 7 9 14 2.06430888176
0 11 44 0 70.0 50.0 0.0 1 8 6 1 2 3 12 9.04498100281
0 11 45 0 40.0 30.0 0.0 1 5 4 1 5 10 12 1.36601114273
0 11 46 1 60.0 50.0 30.0 1 7 6 4 8 11 14 1.25894093513
0 11 47 1 70.0 50.0 10.0 1 8 6 2 0 2 5 2.12057805061
0 11 48 0 50.0 10.0 0.0 1 6 2 1 0 7 14 1.90946507454
0 11 49 1 0.0 10.0 40.0 0 1 2 5 0 2 3 1.32411384583
0 11 50 0 20.0 40.0 50.0 0 3 5 6 3 8 9 6.5871078968
0 11 51 0 40.0 30.0 10.0 1 5 4 2 0 11 12 2.02057504654
0 11 52 1 0.0 30.0 50.0 0 1 4 6 0 1 3 0.9273250103
0 11 53 0 60.0 50.0 40.0 1 7 6 5 4 5 11 4.20233201981
0 11 54 1 10.0 40.0 70.0 0 2 5 8 2 12 14 1.07343316078
0 11 55 0 20.0 10.0 0.0 1 3 2 1 1 6 9 1.75739598274
0 12 0 1 30.0 40.0 70.0 0 4 5 8 2 10 14 1.04978394508
0 12 1 0 70.0 10.0 0.0 1 8 2 1 7 8 13 0.717476129532
0 12 2 1 0.0 20.0 30.0 0 1 3 4 2 3 10 1.29050397873
0 12 3 1 20.0 30.0 70.0 0 3 4 8 0 2 12 0.820715904236
0 12 4 0 70.0 30.0 0.0 1 8 4 1 4 10 11 0.820230960846
